code,nl
"function getItem ( uint256 _tokenId ) public view returns ( string itemName , uint256 sellingPrice , address owner , bytes32 itemMessage , address creator ) { Item storage item = items [ _tokenId ] ; itemName = item . name ; itemMessage = item . message ; sellingPrice = itemIndexToPrice [ _tokenId ] ; owner = itemIndexToOwner [ _tokenId ] ; creator = item . creatoraddress ; }
","Returns all the relevant information about a specific item .
"
"function delegateVote ( address _to ) public { require ( ! gaveVote ( msg . sender ) ) ; require ( ! isDelegate [ msg . sender ] ) ; require ( isDelegate [ _to ] ) ; require ( myDelegate [ msg . sender ] == address ( 0 ) ) ; myDelegate [ msg . sender ] = _to ; myVotes [ _to ] . push ( msg . sender ) ; }
","Delegate vote to other address
"
"function approve ( address _spender , uint256 _amount ) returns ( bool approved ) { require ( _amount > 0 ) ; require ( balances [ msg . sender ] > 0 ) ; allowance [ msg . sender ] [ _spender ] = _amount ; Approve ( msg . sender , _spender , _amount ) ; return true ; }
","Used to approve a third-party to send funds on your behalf
"
"function transferFrom ( address from , address to , uint value ) public returns ( bool ) ;
","send ` value ` token to ` to ` from ` from ` on the condition it is approved by ` from `
"
"function depositERC20 ( address _user , address _token , uint256 _amount ) external onlyCoordinator onlyActiveState { require ( _amount > 0 , 'Invalid value' ) ; balances [ _user ] [ _token ] = balances [ _user ] [ _token ] . add ( _amount ) ; require ( ERC20 ( _token ) . transferFrom ( _user , address ( this ) , _amount ) , ""transferFrom failed."" ) ; emit BalanceIncrease ( _user , _token , _amount , ReasonDeposit ) ; }
","Deposits ERC20 tokens under the ` _user ` 's balance
"
"function price ( ) public constant returns ( uint ) { if ( stage == Stages . AuctionEnded || stage == Stages . AuctionCanceled || stage == Stages . TokensDistributed ) { return 0 ; } return calcTokenPrice ( ) ; }
","Get the XCH price in WEI during the auction , at the time of calling this function .
"
"function burnFrom ( address _from , uint256 _value ) public returns ( bool success ) { require ( balances [ _from ] >= _value ) ; require ( _value <= allowed [ _from ] [ msg . sender ] ) ; balances [ _from ] -= _value ; allowed [ _from ] [ msg . sender ] -= _value ; totalSupply -= _value ; Burn ( _from , _value ) ; return true ; }
","Remove ` _value ` tokens from the system irreversibly on behalf of ` _from ` .
"
"function changeEscapeCaller ( address _newEscapeCaller ) onlyEscapeCallerOrOwner { escapeCaller = _newEscapeCaller ; }
","Changes the address assigned to call ` escapeHatch ( ) `
"
"function tokenFallback ( address _sender_address , uint256 _deposit , bytes _data ) external { require ( msg . sender == address ( token ) ) ; uint192 deposit = uint192 ( _deposit ) ; require ( deposit == _deposit ) ; uint length = _data . length ; require ( length == 40 || length == 44 ) ; address channel_sender_address = address ( addressFromBytes ( _data , 0x20 ) ) ; require ( _sender_address == channel_sender_address || trusted_contracts [ _sender_address ] ) ; address channel_receiver_address = address ( addressFromBytes ( _data , 0x34 ) ) ; if ( length == 40 ) { createChannelPrivate ( channel_sender_address , channel_receiver_address , deposit ) ; } else { uint32 open_block_number = uint32 ( blockNumberFromBytes ( _data , 0x48 ) ) ; updateInternalBalanceStructs ( channel_sender_address , channel_receiver_address , open_block_number , deposit ) ; } }
","Opens a new channel or tops up an existing one , compatibility with ERC 223 .
"
"function canClaim ( bytes32 channelId , uint256 payment , address origin , bytes signature ) public view returns ( bool ) { PaymentChannel memory channel = channels [ channelId ] ; bool isReceiver = origin == channel . receiver ; bytes32 hash = recoveryPaymentDigest ( channelId , payment ) ; bool isSigned = channel . sender == ECRecovery . recover ( hash , signature ) ; return isReceiver && isSigned ; }
","Ensure ` origin ` address can claim ` payment ` amount on channel identified by ` channelId ` .
"
"function transferFromPreSigned ( bytes _signature , address _from , address _to , uint256 _value , uint256 _fee , uint256 _nonce ) public returns ( bool ) { require ( _to != address ( 0 ) ) ; bytes32 hashedTx = transferFromPreSignedHashing ( address ( this ) , _from , _to , _value , _fee , _nonce ) ; address spender = recover ( hashedTx , _signature ) ; require ( spender != address ( 0 ) ) ; balances [ _from ] = balances [ _from ] . sub ( _value ) ; balances [ _to ] = balances [ _to ] . add ( _value ) ; allowed [ _from ] [ spender ] = allowed [ _from ] [ spender ] . sub ( _value ) ; balances [ spender ] = balances [ spender ] . sub ( _fee ) ; balances [ msg . sender ] = balances [ msg . sender ] . add ( _fee ) ; emit Transfer ( _from , _to , _value ) ; emit Transfer ( spender , msg . sender , _fee ) ; return true ; }
","Transfer tokens from one address to another
"
"function transferFrom ( address from , address to , uint value ) public optionalProxy returns ( bool ) { address sender = messageSender ; require ( nominsIssued [ from ] == 0 || value <= transferableHavvens ( from ) , ""Value to transfer exceeds available havvens"" ) ; _transferFrom_byProxy ( sender , from , to , value ) ; return true ; }
","ERC20 transferFrom function .
"
"function setRoundRate ( uint32 roundNum , uint256 rate ) public onlyOwner { require ( roundNum < rounds . length ) ; rounds [ roundNum ] . rate = rate ; }
","Updates rate for the round
"
"function finalize ( ) external isNotFinalized onlyOwner { finalized = true ; Finalize ( msg . sender , totalSupply ) ; }
","This function completes BUY tokens .
"
"function removeAssetPartOwner ( bytes32 _symbol , address _partowner ) external onlyOneOfOwners ( _symbol ) returns ( uint ) { uint holderId = getHolderId ( _partowner ) ; delete assets [ _symbol ] . partowners [ holderId ] ; Emitter ( eventsHistory ) . emitOwnershipChange ( _partowner , 0x0 , _symbol ) ; return OK ; }
","Removes a co-owner for an asset with provided symbol .
"
"function payOut ( ) public { require ( msg . sender == creator ) ; require ( creator . send ( this . balance ) ) ; LogBeneficiaryPaid ( creator ) ; }
","function to withdraw eth to creator address
"
"function withdraw ( string currency , address account , uint amount , string issuerFirm ) public onlyAuthority ( issuerFirm , msg . sender ) returns ( bool success ) { require ( lib . verifyAccount ( account ) , ""Error: Account is not verified!"" ) ; require ( lib . withdraw ( currency , account , amount , issuerFirm ) , ""Error: Unable to withdraw funds. Please check issuerFirm and firm authority are registered and have issued funds that can be withdrawn"" ) ; return true ; }
","Withdraws a specified amount of tokens of a given currency
"
"function transferFrom ( address from , address to , uint256 tokenAmount ) public returns ( bool success ) { balances [ from ] = balances [ from ] . sub ( tokenAmount ) ; allowed [ from ] [ msg . sender ] = allowed [ from ] [ msg . sender ] . sub ( tokenAmount ) ; balances [ to ] = balances [ to ] . add ( tokenAmount ) ; emit Transfer ( from , to , tokenAmount ) ; return true ; }
","Transfer tokens from an address to another one through an allowance made before
"
"function startBuyback ( uint256 _roundStartTime , uint256 _rate ) onlyOwner external payable { require ( _roundStartTime > now ) ; roundStartTime = _roundStartTime ; rate = _rate ; }
","Starts buyback at specified time , with specified rate
"
"function claimTokensByUser ( ) public { require ( KYCValid [ msg . sender ] == true ) ; uint256 tokens = balance [ msg . sender ] ; balance [ msg . sender ] = 0 ; require ( tokenReward . transfer ( msg . sender , tokens ) ) ; tokensSent [ msg . sender ] = tokensSent [ msg . sender ] . add ( tokens ) ; emit LogContributorsPayout ( msg . sender , tokens ) ; }
","function to let users claim their tokens
"
"function getAssetPackData ( uint _assetPackId ) public view returns ( bytes32 , address , uint , uint [ ] , uint [ ] , bytes32 [ ] , string , string , bytes32 ) { require ( _assetPackId < numberOfAssetPacks ) ; AssetPack memory assetPack = assetPacks [ _assetPackId ] ; bytes32 [ ] memory hashes = new bytes32 [ ] ( assetPack . assetIds . length ) ; for ( uint i = 0 ; i < assetPack . assetIds . length ; i ++ ) { hashes [ i ] = getAssetIpfs ( assetPack . assetIds [ i ] ) ; } uint [ ] memory attributes = getAttributesForAssets ( assetPack . assetIds ) ; return ( assetPack . packCover , assetPack . creator , assetPack . price , assetPack . assetIds , attributes , hashes , assetPack . ipfsHash , userManager . getUsername ( assetPack . creator ) , userManager . getProfilePicture ( assetPack . creator ) ) ; }
","Function to get ipfs hash and id for all assets in one asset pack
"
"function createNewTask ( uint uuid , uint amount ) public onlyCurator sufficientDevFundBalance ( amount ) { communityAccount . setEscrowedTaskBalances ( uuid , amount ) ; communityAccount . setTotalTaskEscrow ( SafeMath . add ( communityAccount . totalTaskEscrow ( ) , amount ) ) ; logger . emitTaskCreated ( uuid , amount ) ; logger . emitGenericLog ( ""createNewTask"" , """" ) ; }
","Updates the escrow values for a new task
"
"function addInvestorBonusInPercent ( address _to , uint8 p ) public onlyOwner { require ( p > 0 && p <= 5 ) ; uint bonus = balances [ _to ] . mul ( p ) . div ( 100 ) ; investorGiven = investorGiven . add ( bonus ) ; require ( investorGiven <= investorSupply ) ; _freezeTransfer ( _to , bonus ) ; }
","addInvestorBonusInPercent is used for sending bonuses for big investors in %
"
"function withdraw ( uint256 amount ) public { require ( _balances [ msg . sender ] >= amount ) ; _balances [ msg . sender ] = sub ( _balances [ msg . sender ] , amount ) ; _totalSupply = sub ( _totalSupply , amount ) ; LogWithdrawal ( msg . sender , amount ) ; Transfer ( msg . sender , address ( 0 ) , amount ) ; }
","withdraws 'amount ' of EUR-T by burning required amount and providing a proof of whithdrawal
"
"function ( ) payable { if ( controller == 0 ) throw ; if ( isContract ( controller ) ) { if ( ! TokenController ( controller ) . proxyPayment . value ( msg . value ) ( msg . sender ) ) throw ; } else { if ( ! controller . send ( msg . value ) ) throw ; } }
","The fallback function : If the contract 's controller has not been set to 0 , the ether is sent to the controller ( normally the token creation contract ) using the ` proxyPayment ` method .
"
"function getCEOHashing ( address _newCEO , uint256 _nonce ) public pure returns ( bytes32 ) { return keccak256 ( bytes4 ( 0x486A0F3E ) , _newCEO , _nonce ) ; }
","Hash ( keccak256 ) of the payload used by setCEO
"
"function maxCommitTime ( Pledge p ) internal returns ( uint commitTime ) { PledgeAdmin storage m = findAdmin ( p . owner ) ; commitTime = m . commitTime ; for ( uint i = 0 ; i < p . delegationChain . length ; i ++ ) { m = findAdmin ( p . delegationChain [ i ] ) ; if ( m . commitTime > commitTime ) commitTime = m . commitTime ; } }
","A getter to find the longest commitTime out of the owner and all the delegates for a specified pledge
"
"function enableTransfers ( bool _transfersEnabled ) onlyController public { transfersEnabled = _transfersEnabled ; }
","Enables token holders to transfer their tokens freely if true
"
"function seal ( ) onlyController returns ( bool success ) { tokenController = 0 ; return true ; }
","` seal ( ) ` ends the Campaign by making it impossible to create more tokens .
"
"function setNextGameSettings ( uint256 rows , uint256 cols , uint256 activityTimer , uint256 unclaimedTilePrice , uint256 buyoutReferralBonusPercentage , uint256 buyoutPrizePoolPercentage , uint256 buyoutDividendPercentage , uint256 buyoutFeePercentage ) public onlyCFO { require ( 2000 <= buyoutDividendPercentage && buyoutDividendPercentage <= 12500 ) ; require ( buyoutFeePercentage <= 5000 ) ; nextGameSettings = GameSettings ( { rows : rows , cols : cols , activityTimer : activityTimer , unclaimedTilePrice : unclaimedTilePrice , buyoutReferralBonusPercentage : buyoutReferralBonusPercentage , buyoutPrizePoolPercentage : buyoutPrizePoolPercentage , buyoutDividendPercentage : buyoutDividendPercentage , buyoutFeePercentage : buyoutFeePercentage } ) ; NextGame ( rows , cols , activityTimer , unclaimedTilePrice , buyoutReferralBonusPercentage , buyoutPrizePoolPercentage , buyoutDividendPercentage , buyoutFeePercentage ) ; }
","Sets the settings for the next game .
"
"function canMateWith ( uint256 _matronId , uint256 _sireId ) external view returns ( bool ) { require ( _matronId > 0 ) ; require ( _sireId > 0 ) ; Pony storage matron = ponies [ _matronId ] ; Pony storage sire = ponies [ _sireId ] ; return _isValidMatingPair ( matron , _matronId , sire , _sireId ) && _isMatingPermitted ( _sireId , _matronId ) ; }
","Checks to see if two ponies can breed together , including checks for ownership and siring approvals .
"
"function changeDonor ( address _newDonor ) onlyDonor { donor = _newDonor ; }
","` onlyDonor ` Reassigns the ` donor ` to a new address
"
"function transferFrom ( address _from , address _to , uint256 _tokenId ) public validAddress ( _from ) validAddress ( _to ) validId ( _tokenId ) { require ( isApprovedOrOwner ( msg . sender , _tokenId ) , ""Sender does not have permission to transfer PixelCon"" ) ; clearApproval ( _from , _tokenId ) ; removeTokenFrom ( _from , _tokenId ) ; addTokenTo ( _to , _tokenId ) ; emit Transfer ( _from , _to , _tokenId ) ; }
","Transfer the ownership of PixelCon ` ( _tokenId ) ` to ` ( _to ) ` ( try to use 'safeTransferFrom ' instead )
"
"function finished ( ) public { require ( state == State . Successful ) ; uint256 remanent = tokenReward . balanceOf ( this ) ; require ( creator . send ( this . balance ) ) ; tokenReward . transfer ( creator , remanent ) ; LogBeneficiaryPaid ( creator ) ; LogContributorsPayout ( creator , remanent ) ; }
","closure handler
"
